country,year,exports,imports,gdp,net_exports
COM,1982,16259718.8414335,49536908.721852,184009013.562815,-33277189.880418494
COM,1983,16931592.0669214,51587296.4742004,191621954.855332,-34655704.407279
COM,1984,16319834.4074394,49721598.9813531,184697225.637076,-33401764.573913697
COM,1985,17384175.4713175,52960523.302056,196726096.329131,-35576347.8307385
COM,1986,24669150.3242642,75162508.9301501,279197721.807577,-50493358.60588591
COM,1987,29823579.1052684,90864922.2589166,337525852.647575,-61041343.1536482
COM,1988,31499531.9976003,95972513.5526972,356500032.676316,-64472981.555096895
COM,1989,30175019.2495056,91929421.8274466,341476768.326033,-61754402.57794099
COM,1990,37963365.2129983,115656773.141651,429622177.724885,-77693407.9286527
COM,1991,37475472.1227116,114173995.611088,424108769.502231,-76698523.4883764
COM,1992,40417159.183892,123132926.913573,457388651.500941,-82715767.729681
COM,1993,40016219.7947466,121920391.490075,452881475.071813,-81904171.69532841
COM,1994,28203730.1925982,85929638.1148975,319189184.255639,-57725907.9222993
COM,1995,35209697.4959681,107269237.716834,398461797.009413,-72059540.22086589
COM,1996,34997133.6078222,106623053.883606,396053805.891754,-71625920.2757838
COM,1997,32203526.6907441,98111446.7130652,364445600.525492,-65907920.022321105
COM,1998,32703607.2571506,99636387.4175179,370106745.930146,-66932780.160367295
COM,1999,33793543.4300631,102961488.137286,382454989.945311,-69167944.70722291
COM,2000,31027530.9533133,94530056.1844999,351136579.648632,-63502525.231186606
COM,2001,33446309.5978802,101899101.193237,378512024.077556,-68452791.5953568
COM,2002,37638992.112245,114673706.091655,425964681.044378,-77034713.97941
COM,2003,48323488.5654606,147226037.009258,546885222.713065,-98902548.44379741
COM,2004,55994444.1860397,170600249.8223,633706110.795614,-114605805.63626029
COM,2005,57775596.981712,176022496.568741,653845169.168576,-118246899.587029
COM,2006,61714685.8230045,188025488.35666,698431793.872776,-126310802.53365551
COM,2007,71414386.4091993,192400430.103143,795673152.867077,-120986043.69394371
COM,2008,75279514.6975637,256358720.636412,915659107.965823,-181079205.93884832
COM,2009,84304814.7745311,258791626.225248,905341172.70583,-174486811.4507169
COM,2010,87519203.9750329,271587627.705637,907978730.887844,-184068423.73060408
COM,2011,101862719.774965,307381975.344485,1023086273.53336,-205519255.56952
COM,2012,90876030.3603347,323693953.994562,1015843490.82374,-232817923.63422728
COM,2013,101000279.360407,337042842.805107,1116224106.83728,-236042563.4447
COM,2014,111239530.170606,339810651.978656,1149587661.00693,-228571121.80804998
COM,2015,97918676.0474854,267288351.55456,966029600.862227,-169369675.5070746
COM,2016,108098874.554256,267996110.852463,1012835493.19325,-159897236.29820698
COM,2017,128229514.973898,304517256.026063,1077439756.59451,-176287741.05216503
COM,2018,153462136.034887,357675038.221026,1188797449.38584,-204212902.18613902
COM,2019,152645349.458342,352466444.794422,1195019531.9011,-199821095.33607998
COM,2020,69481186.4625695,343723733.571589,1225039196.61091,-274242547.1090195
COM,2021,140072558.518104,407884635.852302,1296089479.91978,-267812077.33419803
COM,2022,157999757.615978,435697468.840886,1242519407.77603,-277697711.224908
COM,2023,175212605.248483,473137200.222606,1352380971.24055,-297924594.974123
CPV,1980,24288314.0243949,95270962.2275013,142246815.345007,-70982648.2031064
CPV,1981,29942621.8480968,98597398.7664809,139468209.116206,-68654776.91838409
CPV,1982,32243001.0992852,111363313.193981,140630678.983478,-79120312.0946958
CPV,1983,34103837.5044062,107746679.877459,138476175.620363,-73642842.3730528
CPV,1984,30064769.3792957,102579319.895421,132019038.591628,-72514550.51612529
CPV,1985,31179570.2679948,109057057.752753,137728204.813735,-77877487.4847582
CPV,1986,33573408.0303558,143832315.653905,190651167.559385,-110258907.6235492
CPV,1987,42578548.7072232,154640256.464036,235253064.70982,-112061707.75681278
CPV,1988,44159711.3816908,157247386.131058,264308140.285149,-113087674.7493672
CPV,1989,51418178.6182151,166386034.393792,267448571.414611,-114967855.7755769
CPV,1990,52576466.0227159,211201177.621451,306890962.649533,-158624711.5987351
CPV,1991,52976389.2000896,205936309.657181,319827058.592875,-152959920.4570914
CPV,1992,61728160.1928901,238072377.899968,357160985.327413,-176344217.7070779
CPV,1993,65033421.6121452,230719808.024668,490417389.682569,-165686386.4125228
CPV,1994,61175342.8337668,229787766.665446,406580652.330537,-168612423.83167922
CPV,1995,83482492.5507137,294133735.833344,487148993.533109,-210651243.28263026
CPV,1996,101395583.638198,277548405.817758,501979269.843942,-176152822.17956
CPV,1997,134631485.120869,287190631.141467,490608657.924976,-152559146.02059796
CPV,1998,118975529.248762,308372216.222824,521910560.524868,-189396686.97406197
CPV,1999,124265005.50714,355408993.062936,592416703.058878,-231143987.55579603
CPV,2000,145630289.312716,326304704.517028,539227277.626411,-180674415.20431197
CPV,2001,167853969.18043,351111187.780303,563090490.377368,-183257218.599873
CPV,2002,201943860.652118,425325210.047333,620507387.466174,-223381349.395215
CPV,2003,255073869.359581,548170327.495846,813260468.873834,-293096458.13626504
CPV,2004,296019402.143768,643415991.979531,924940011.836897,-347396589.83576304
CPV,2005,367287242.836179,647187055.539873,972241676.907662,-279899812.703694
CPV,2006,499871423.792251,805032687.406175,1107571457.90614,-305161263.613924
CPV,2007,556679670.900563,997366407.878273,1649621738.63689,-440686736.97771
CPV,2008,672942622.494286,1109653505.11556,1959620648.31578,-436710882.6212741
CPV,2009,537877758.069559,952528351.885412,1852334575.17521,-414650593.815853
CPV,2010,552604498.853242,1008442096.15259,1824751467.92957,-455837597.299348
CPV,2011,672876287.854967,1180649421.61385,2046817987.20109,-507773133.7588831
CPV,2012,716706284.462159,1017500236.39072,1913081210.41411,-300793951.928561
CPV,2013,761183232.718409,987126463.029282,2028910915.16446,-225943230.31087303
CPV,2014,760584105.401972,1103776762.67094,2041930125.42979,-343192657.26896787
CPV,2015,719811847.367087,925203581.11098,1749857620.35329,-205391733.74389303
CPV,2016,767162455.084066,997132831.32789,1849789992.7426,-229970376.243824
CPV,2017,840005278.479746,1157777245.46036,1996741544.61574,-317771966.98061407
CPV,2018,1011390796.75496,1323093456.4777,2205099509.15987,-311702659.72274005
CPV,2019,1051880076.62263,1281435262.2079,2252177133.74705,-229555185.58527005
CPV,2020,460735345.542382,967252869.850122,1821565617.6945,-506517524.30774
CPV,2021,489360325.016943,1099895571.20825,2051842609.64558,-610535246.1913071
CPV,2022,869236487.263444,1310225014.79454,2247003347.63376,-440988527.531096
CPV,2023,972074395.368571,1428430396.02032,2533819406.4916,-456356000.6517489
ERI,1992,54502214.5615604,214474287.085724,477101651.648376,-159972072.5241636
ERI,1993,142966419.337566,334544480.991356,467872714.755603,-191578061.65379003
ERI,1994,148977272.727273,440568181.818182,531688311.688312,-291590909.090909
ERI,1995,129406250.0,479375000.0,578015625.0,-349968750.0
ERI,1996,202746708.19765,606037723.976277,693535954.190067,-403291015.77862704
ERI,1997,203302823.650328,589008180.669176,686490090.140141,-385705357.01884794
ERI,1998,110594504.430224,597112441.981926,745523116.900052,-486517937.55170196
ERI,1999,65684301.0104834,597463420.713284,688918537.115555,-531779119.70280063
ERI,2000,68310441.5584416,411183688.311688,706370815.584416,-342873246.7532464
ERI,2001,81309112.059541,460870323.336621,752371688.743186,-379561211.27708
ERI,2002,85922706.0463553,472665962.373069,729321680.154324,-386743256.3267137
ERI,2003,56064246.3613527,587987562.375292,870248267.550163,-531923316.01393926
ERI,2004,64052293.7443336,663164475.067996,1109054005.43971,-599112181.3236624
ERI,2005,67725717.1547712,603478012.016853,1098424685.66169,-535752294.86208177
ERI,2006,83564227.6422764,464617886.178862,1211161879.6748,-381053658.53658557
ERI,2007,76071544.7154472,379414634.146341,1317974491.05691,-303343089.43089384
ERI,2008,61125203.2520325,360673606.504065,1380188800.0,-299548403.25203246
ERI,2009,84082757.7235772,435274751.219512,1856695551.21951,-351191993.4959348
ERI,2010,101385281.300813,494229450.406504,1589515447.15447,-392844169.10569096
ERI,2011,374897684.552846,603784852.03252,2065001626.01626,-228887167.47967404
ETH,1960,,,1610511693.84215,
ETH,1961,,,1680859514.1016,
ETH,1962,,,1747566307.0997,
ETH,1963,,,1825058827.83853,
ETH,1964,,,1984129185.6,
ETH,1965,,,2159998591.2,
ETH,1966,,,2324466416.0,
ETH,1967,,,2461762002.8,
ETH,1968,,,2619948864.8,
ETH,1969,,,2768987372.0,
ETH,1970,,,3045354454.8,
ETH,1971,,,3224280834.97092,
ETH,1972,,,3520252938.26087,
ETH,1973,,,4070570549.8642,
ETH,1974,,,4577209966.18358,
ETH,1975,,,4577047854.10628,
ETH,1976,,,4943806093.23672,
ETH,1977,,,5651840584.54106,
ETH,1978,,,6014961434.78261,
ETH,1979,,,6586048398.06763,
ETH,1980,,,7012585454.10628,
ETH,1981,,,7507663566.66667,
ETH,1982,,,7899988840.57971,
ETH,1983,,,8781664427.05314,
ETH,1984,,,8298309580.67633,
ETH,1985,,,9717392686.95652,
ETH,1986,,,10094328898.0676,
ETH,1987,,,10790001557.971,
ETH,1988,,,11181119717.8744,
ETH,1989,,,11762932007.2464,
ETH,1990,,,12478943895.1691,
ETH,1991,,,13799799323.6715,
ETH,1992,,,10754799036.5745,
ETH,1993,,,9051043870.12197,
ETH,1994,,,7100806753.92942,
ETH,1995,,,7855205206.93405,
ETH,1996,,,8761215548.48614,
ETH,1997,,,8803539988.33248,
ETH,1998,,,8013274131.69715,
ETH,1999,,,7892973531.80045,
ETH,2000,,,8242349617.8638,
ETH,2001,,,8231326016.47494,
ETH,2002,,,7850809498.16803,
ETH,2003,,,8623691300.04079,
ETH,2004,,,10131187261.4421,
ETH,2005,,,12401139453.9738,
ETH,2006,,,15280861834.6024,
ETH,2007,,,19707616772.7996,
ETH,2008,,,27066912635.2228,
ETH,2009,,,32437389116.038,
ETH,2010,,,29933790334.3418,
ETH,2011,5331910669.97519,10079844913.1514,31952763089.33,-4747934243.176209
ETH,2012,5962716169.22631,13699443639.5248,43310721414.0829,-7736727470.29849
ETH,2013,5948445900.95456,13812145920.3289,47648276605.0123,-7863700019.374339
ETH,2014,6474164234.1889,16182860468.0423,55612228233.5179,-9708696233.8534
ETH,2015,6047701382.62093,19565922931.7937,64589328550.5953,-13518221549.172771
ETH,2016,5804121546.5048,20124738792.9724,74296745207.8721,-14320617246.467602
ETH,2017,6238602381.7425,19195112769.1069,81770886825.6048,-12956510387.364399
ETH,2018,7055586688.75777,19235875928.3992,84269196625.8784,-12180289239.64143
ETH,2019,7615438618.00348,20022068000.8819,95912607722.3032,-12406629382.878422
ETH,2020,7672983060.57996,18171455003.6686,107657734392.446,-10498471943.088638
ETH,2021,8491174951.53881,18595574210.7915,111261882958.426,-10104399259.25269
ETH,2022,10451093940.5472,23264741856.6496,126772703047.701,-12813647916.102402
ETH,2023,10792608749.6624,22905283373.3089,163697927593.982,-12112674623.6465
GAB,1960,48341345.5312062,46157379.7920212,141468977.799846,2183965.739184998
GAB,1961,52322628.8962401,53078875.4218165,167637907.122782,-756246.5255763978
GAB,1962,57972564.1714843,56243568.8584806,182796536.266025,1728995.3130036965
GAB,1963,72764821.7240816,70124239.9940892,154480244.055222,2640581.7299924046
GAB,1964,90352324.3363887,77540103.4686829,215679855.342091,12812220.867705807
GAB,1965,97934826.2828379,84468787.6689477,226474285.779063,13466038.6138902
GAB,1966,97688670.9841776,97281594.1514639,245849781.273234,407076.8327137083
GAB,1967,130487347.979137,130487347.979137,271543680.048895,0.0
GAB,1968,142588991.304229,145012559.828099,294468564.245272,-2423568.523870021
GAB,1969,173872519.607531,171949151.027802,318124701.478771,1923368.5797290206
GAB,1970,160996725.590708,123008734.159193,323802475.512425,37987991.43151499
GAB,1971,253126077.95502,199741094.141112,381687072.622379,53384983.81390801
GAB,1972,314647528.701288,311076213.878727,430508358.514204,3571314.822560966
GAB,1973,425323421.818994,416798916.616783,722780701.295854,8524505.202210963
GAB,1974,888640846.799033,668038560.84752,1544216001.66059,220602285.95151305
GAB,1975,1068531105.68706,1033535545.45713,2157592940.04234,34995560.22993004
GAB,1976,1371832275.85209,1387316654.80466,3009409974.26856,-15484378.9525702
GAB,1977,1449448281.00501,1440086497.668,2809349069.22118,9361783.337009907
GAB,1978,1475698437.43477,1121176290.3033,2389479271.66616,354522147.1314702
GAB,1979,1772269116.16008,1133406058.10662,3030251120.09759,638863058.0534599
GAB,1980,2769790006.42064,1353656770.0552,4279637942.25144,1416133236.36544
GAB,1981,2447269142.5972,1571772407.22295,3862269120.53497,875496735.3742499
GAB,1982,2228502937.22195,1435152239.78407,3618007841.13503,793350697.43788
GAB,1983,2079692035.31957,1476646950.50388,3391275731.53751,603045084.81569
GAB,1984,2104556519.11258,1431720920.35323,3561451560.50783,672835598.7593501
GAB,1985,2089867354.58983,1913133444.74381,3339914757.22872,176733909.84601998
GAB,1986,1197784950.26755,1861937646.89614,3403638189.20049,-664152696.6285901
GAB,1987,1401160634.82486,1484012451.03749,3281797043.04996,-82851816.2126298
GAB,1988,1408435482.36896,1602494054.19476,3834503376.02992,-194058571.82580018
GAB,1989,1917191502.28126,1724720020.52837,4186411463.85975,192471481.7528901
GAB,1990,2740347018.3592,1836814828.95247,5952293764.84777,903532189.4067299
GAB,1991,2553606793.08992,1797631335.21838,5402919784.57004,755975457.8715401
GAB,1992,2576724991.56859,1889852807.34102,5592390827.39854,686872184.22757
GAB,1993,2136542944.38168,1512752825.53666,4378645081.01769,623790118.84502
GAB,1994,2584714650.90058,1603032269.56135,4190819344.22255,981682381.3392298
GAB,1995,2944909616.92425,1772673124.68696,4958845648.04778,1172236492.2372901
GAB,1996,3568070236.71063,1879469128.90239,5694040002.89863,1688601107.80824
GAB,1997,3265552539.56344,1983294062.58446,5326817114.53586,1282258476.9789798
GAB,1998,2125424573.89843,2177525442.65165,4483417309.83011,-52100868.75321984
GAB,1999,2779726330.60532,1777483514.26858,4662992036.2073,1002242816.33674
GAB,2000,3507168436.09882,1659781413.5788,5080483628.53013,1847387022.5200202
GAB,2001,2726388981.12968,1475000550.00856,5023265413.2623,1251388431.1211202
GAB,2002,2806922117.40111,1715357230.74803,5335451099.88223,1091564886.6530802
GAB,2003,3381594592.55817,1847633653.74897,6511903365.47554,1533960938.8091998
GAB,2004,4276662905.28425,2076853808.26088,7770219008.21293,2199809097.02337
GAB,2005,5750501486.11868,2294207327.72711,9582783990.85345,3456294158.39157
GAB,2006,6255613897.1935,2899740991.83975,10327598306.4575,3355872905.3537498
GAB,2007,7289977426.95595,3313621544.73204,12455409587.3371,3976355882.22391
GAB,2008,9685333826.46034,4172990647.7744,15571348344.3379,5512343178.68594
GAB,2009,6319926635.46137,3795566581.84437,12113699068.2517,2524360053.6170006
GAB,2010,8287739080.53121,4526528929.31083,14372593020.2885,3761210151.22038
GAB,2011,11243840178.751,5236192836.56012,18210307743.5816,6007647342.19088
GAB,2012,10465456444.2994,5390232336.51445,17170464016.0593,5075224107.78495
GAB,2013,10092462761.8263,5855446896.63501,17595744798.3398,4237015865.19129
GAB,2014,8104568513.24111,5279047842.59101,18203966895.8433,2825520670.6500998
GAB,2015,6620833388.51661,4015443368.98422,14383107762.6952,2605390019.53239
GAB,2016,6175468782.21868,3659959617.66242,14023890265.3665,2515509164.5562606
GAB,2017,7498596948.54146,3708781261.56288,14929487485.1623,3789815686.97858
GAB,2018,9158802464.98934,3835211917.58144,16867326401.9626,5323590547.4079
GAB,2019,8678687831.55984,3711865707.4978,16874405465.391,4966822124.062039
GAB,2020,7302825066.46259,3454238781.5701,15342236163.9864,3848586284.8924904
GAB,2021,11849572428.6055,4746351486.32402,19444935097.2395,7103220942.281479
GAB,2022,13813536175.2391,5004762838.9401,20440655695.1804,8808773336.299
GAB,2023,12355906081.205,5380346060.44894,19388402541.6698,6975560020.75606
GHA,1960,343177644.727447,431423324.800219,1217230094.97205,-88245680.07277203
GHA,1961,340376194.566406,474845802.296344,1302674324.88378,-134469607.72993797
GHA,1962,334773294.244325,393603747.626173,1382515654.47343,-58830453.38184804
GHA,1963,326368943.761204,423018974.317097,1540797588.57221,-96650030.555893
GHA,1964,344578369.807967,413213898.753456,1731296199.52296,-68635528.94548899
GHA,1965,351581995.210568,549084231.563915,2053462968.0426,-197502236.353347
GHA,1966,310960967.875482,417416073.995017,2126300672.22965,-106455106.11953497
GHA,1967,304363805.162641,348508173.850352,1747187644.9031,-44144368.687711
GHA,1968,339265113.592711,347109393.675779,1666909517.65205,-7844280.083068013
GHA,1969,387311329.101505,399077749.226108,1962050555.7775,-11766420.124603033
GHA,1970,472617875.004875,503014460.326765,2215028588.45646,-30396585.321889997
GHA,1971,380936311.818316,489222776.091543,2417108577.52739,-108286464.27322704
GHA,1972,437466068.288204,321158623.031477,2112293279.98507,116307445.25672704
GHA,1973,644981958.180025,492968900.126943,3006766758.43977,152013058.053082
GHA,1974,530434782.608696,631055900.621118,2894409937.8882,-100621118.01242197
GHA,1975,544148936.170213,518085106.382979,2810106382.97872,26063829.78723401
GHA,1976,434322033.898305,443644067.79661,2765254237.28814,-9322033.898304999
GHA,1977,334857142.857143,368285714.285714,3189428571.42857,-33428571.428570986
GHA,1978,306108202.443281,354799301.919721,3662478184.99127,-48691099.47644001
GHA,1979,451566951.566952,448717948.717949,4020227920.22792,2849002.849003017
GHA,1980,376348547.717842,406950207.46888,4445228215.76763,-30601659.751038015
GHA,1981,200813953.488372,224767441.860465,4222441860.46512,-23953488.372092992
GHA,1982,134733893.557423,120354808.590103,4035994397.7591,14379084.967319995
GHA,1983,225418871.252205,242989417.989418,4057275132.27513,-17570546.737212986
GHA,1984,354924983.692107,475228310.502283,4412279843.44423,-120303326.81017596
GHA,1985,479910714.285714,612106092.436975,4504306722.68908,-132195378.15126103
GHA,1986,950751458.052938,1154912516.82369,5735677433.82683,-204161058.77075195
GHA,1987,997843537.414966,1328870748.29932,5074829931.97279,-331027210.884354
GHA,1988,945129549.050633,1250692246.83544,5197765031.64557,-305562697.78480697
GHA,1989,879299610.894942,1278473225.86622,5251858439.874,-399173614.97127795
GHA,1990,993956953.642384,1522350993.37748,5889106573.46088,-528394039.735096
GHA,1991,1120134374.23496,1685450044.88208,6603185267.79643,-565315670.64712
GHA,1992,1105235206.59265,1845761703.10175,6416103925.83267,-740526496.5091
GHA,1993,1208940821.01401,2173595289.11224,5968922939.37198,-964654468.0982299
GHA,1994,1375682236.73196,2002227733.13243,5446383726.77047,-626545496.40047
GHA,1995,1583544039.89526,2128504594.95972,6464382807.67884,-544960555.0644598
GHA,1996,2226334937.35746,2779627874.55594,6932991739.37767,-553292937.1984801
GHA,1997,2233536787.82789,3651882360.98361,6891443192.24985,-1418345573.1557202
GHA,1998,2534277964.7526,3496235605.58214,7482069162.42008,-961957640.8295398
GHA,1999,2475841480.93143,3830248309.53747,7718109982.26093,-1354406828.60604
GHA,2000,2431743616.94123,3350776353.91682,4982850662.20851,-919032736.9755902
GHA,2001,2404077313.43492,3444719916.79522,5314872854.4405,-1040642603.3603001
GHA,2002,2627802407.06598,3383577207.45517,6166197847.85031,-755774800.3891902
GHA,2003,3104918870.64991,4320740016.89041,7632723555.66221,-1215821146.2405005
GHA,2004,3490692555.26712,5361446367.12822,8881417906.71432,-1870753811.8610997
GHA,2005,3916311039.77093,6631794425.3758,10744568381.4456,-2715483385.6048703
GHA,2006,5149454653.93664,8325374081.93796,20885037596.6963,-3175919428.00132
GHA,2007,6088927418.37771,10136811817.0443,24827339138.4906,-4047884398.6665897
GHA,2008,7178293982.08643,12757957187.9974,28679383241.0729,-5579663205.910971
GHA,2009,7630156153.13385,11019356824.751,26048720005.5233,-3389200671.6171494
GHA,2010,9490812128.53579,14779077373.6471,32197655566.5347,-5288265245.111311
GHA,2011,14529631105.6309,19416125145.9104,39336668080.559,-4886494040.279501
GHA,2012,16656935875.3268,21795097067.3479,41271701060.954,-5138161192.021101
GHA,2013,15983077800.4896,22188740808.0349,62824629066.0408,-6205663007.545301
GHA,2014,15466373251.1673,19505414912.4397,54783319817.3705,-4039041661.272402
GHA,2015,16714895486.5637,21091211319.9603,49406010054.2663,-4376315833.396601
GHA,2016,17519660715.5782,20603408036.7444,56164929304.8754,-3083747321.1661987
GHA,2017,20463639259.8332,22151752716.2764,60405924078.7278,-1688113456.443203
GHA,2018,22514781525.846,23220563122.5704,67298914624.3723,-705781596.7243996
GHA,2019,25592296037.4457,26908214028.2637,68337969247.7067,-1315917990.817997
GHA,2020,22081381694.6846,24550161230.7147,70043099675.68,-2468779536.030098
GHA,2021,23901159997.9331,25966879997.2441,79524421861.2743,-2065719999.310997
GHA,2022,25742684855.6646,26327411331.6571,74263364041.8742,-584726475.9925003
GHA,2023,25994008043.9853,26729509225.0668,76370396722.154,-735501181.081501
GIN,1970,,,3220224607.81851,
GIN,1971,,,3594302908.06164,
GIN,1972,,,4203069035.01427,
GIN,1973,,,5152080387.55572,
GIN,1974,,,5691417541.33871,
GIN,1975,,,6102769605.43001,
GIN,1976,,,6762781870.6211,
GIN,1977,,,6914381290.57116,
GIN,1978,,,8087305999.0597,
GIN,1979,,,8877094497.44971,
GIN,1980,,,9746524915.08071,
GIN,1981,,,9646440666.52864,
GIN,1982,,,11926032493.4301,
GIN,1983,,,15129893722.3449,
GIN,1984,,,18421497251.1767,
GIN,1985,,,22787644565.9059,
GIN,1986,620341457.628898,560097159.265563,2909130355.238,60244298.36333501
GIN,1987,645766103.605838,626828734.893004,2976714019.06852,18937368.712834
GIN,1988,640721931.678519,740909324.555555,3476480303.12273,-100187392.87703598
GIN,1989,756205480.449991,724403471.628947,3546079262.94987,31802008.82104397
GIN,1990,828699105.16097,891809027.97687,3888320665.52218,-63109922.81589997
GIN,1991,914493654.105981,922173162.531442,4396178694.1535,-7679508.425461054
GIN,1992,817036636.463596,856408259.43214,4789220416.70641,-39371622.96854401
GIN,1993,869566348.29711,920896381.79521,4781166116.51789,-51330033.49810004
GIN,1994,769732341.447186,874952721.32577,4932800406.92974,-105220379.87858403
GIN,1995,780067626.712016,905896319.33864,5385704166.43341,-125828692.62662399
GIN,1996,742652391.130874,941903159.581578,5641243099.76661,-199250768.45070398
GIN,1997,740132957.280735,864726230.787104,5516916163.0949,-124593273.506369
GIN,1998,763846909.977853,966133229.681402,5232118046.3713,-202286319.70354903
GIN,1999,749004850.206526,901094018.625972,5046806782.54761,-152089168.419446
GIN,2000,734578556.20053,867392056.817932,4367458866.71537,-132813500.61740196
GIN,2001,808614946.14937,849347059.645204,4125527603.22908,-40732113.49583399
GIN,2002,781148029.848008,854685093.545479,4301608752.51396,-73537063.69747102
GIN,2003,894584048.742242,868000000.0,5025167975.26363,26584048.74224198
GIN,2004,895267037.392523,938538723.100362,5300767960.51572,-43271685.70783889
GIN,2005,1021679586.62962,1031237397.89913,4282468636.90501,-9557811.26951003
GIN,2006,1005390515.52319,1922724849.13814,4220019845.26658,-917334333.61495
GIN,2007,1479451796.12378,2988313290.07687,6281918226.34063,-1508861493.95309
GIN,2008,1507080730.53399,2962825500.04959,6964179983.18155,-1455744769.5156002
GIN,2009,1512364187.92795,3177066476.25864,6716905339.73244,-1664702288.33069
GIN,2010,2079424654.58987,2961065626.64305,6853467145.53089,-881640972.0531802
GIN,2011,2212106802.63826,3620035711.46346,6785137203.33153,-1407928908.8252
GIN,2012,2531048957.00893,4089175127.68799,7638044556.84656,-1558126170.67906
GIN,2013,2217341683.37996,4519671025.33407,8376613539.28278,-2302329341.95411
GIN,2014,2342843828.77653,4396562755.12769,8778473372.82124,-2053718926.3511605
GIN,2015,1890478290.5367,4480281599.37552,8794201742.84609,-2589803308.8388195
GIN,2016,2524762071.63808,7088908468.46627,8595955222.49719,-4564146396.82819
GIN,2017,4611027664.18413,5842867641.51188,10324668271.1362,-1231839977.3277502
GIN,2018,4767367526.93678,5783505600.41827,11857030366.7891,-1016138073.4814901
GIN,2019,4710654157.7052,5830607791.61899,13442861496.4454,-1119953633.9137897
GIN,2020,6617433828.61847,9692379045.73057,14088693742.9464,-3074945217.1120996
GIN,2021,9596023580.50904,10066835236.1114,17069115737.8259,-470811655.6023598
GIN,2022,9043059038.49661,9705672892.03881,19910452541.9219,-662613853.5422001
GIN,2023,9227256421.31993,10872632733.3228,22199409741.2578,-1645376312.0028706
GMB,1966,15991781.4248778,19266443.4502559,44212081.3502297,-3274662.0253781006
GMB,1967,18921503.3503804,22035302.9508847,46695006.9579374,-3113799.6005043015
GMB,1968,16460090.3361445,20988897.5822361,41160065.8561054,-4528807.2460916005
GMB,1969,18244685.1914963,23077140.9234255,45168072.2689156,-4832455.731929198
GMB,1970,19763503.6216058,21393730.2299684,52296083.6737339,-1630226.6083626002
GMB,1971,18037835.1385527,20720647.0560178,55728663.222684,-2682811.917465102
GMB,1972,19980333.1079835,24111329.7986892,59160569.4804413,-4130996.6907057017
GMB,1973,26392897.1073276,31865390.4329463,75187749.0961317,-5472493.325618699
GMB,1974,37334614.5101457,41877707.2312261,95796021.6888272,-4543092.7210804
GMB,1975,51495206.9750515,50235171.2679559,115179719.077633,1260035.7070956007
GMB,1976,46062022.5882239,52005932.5875814,112190829.470457,-5943909.999357507
GMB,1977,50729191.5156394,65617860.1223976,138093099.09774,-14888668.6067582
GMB,1978,57875483.3404851,102907354.446493,171833086.019624,-45031871.1060079
GMB,1979,72405656.3807974,131009533.916256,207112627.726094,-58603877.535458595
GMB,1980,103029780.073365,153325163.583836,241083090.303623,-50295383.51047099
GMB,1981,96172688.7652814,146042850.610752,218767743.459101,-49870161.84547059
GMB,1982,95784687.5532319,128848574.585828,216050552.301584,-33063887.03259611
GMB,1983,107766540.651678,133367480.55295,213448584.936945,-25600939.901272
GMB,1984,90665413.338735,114897722.079274,177340880.086204,-24232308.740539
GMB,1985,99014528.9755138,121704015.075989,225726358.890914,-22689486.100475192
GMB,1986,86556333.5933104,104144840.462148,185646986.824927,-17588506.868837595
GMB,1987,109029387.65125,130802612.235667,220626484.224811,-21773224.584417
GMB,1988,134311372.434326,155878661.795775,266672211.934161,-21567289.361449003
GMB,1989,156436607.867284,185466421.347271,284120329.401023,-29029813.479986995
GMB,1990,189941809.815266,226977004.165,317083695.477797,-37035194.34973398
GMB,1991,203220124.351594,239289620.996615,690311080.515018,-36069496.64502099
GMB,1992,218509709.449999,263205385.963916,714254256.122189,-44695676.513917
GMB,1993,212861269.599302,275121124.012403,755040974.087322,-62259854.41310102
GMB,1994,158552463.839931,214068046.502051,746493951.900959,-55515582.662119985
GMB,1995,186876569.332473,279038983.096132,785999864.840299,-92162413.76365897
GMB,1996,184904931.249045,247310341.462787,848239446.21576,-62405410.21374199
GMB,1997,184290825.826675,204004699.138749,803633342.473706,-19713873.312074006
GMB,1998,212639014.948652,240030742.922645,840285264.631545,-27391727.973993003
GMB,1999,198771163.936193,228252566.982346,814724032.065735,-29481403.04615301
GMB,2000,201981399.986315,239267448.021036,782913871.80966,-37286048.03472099
GMB,2001,149998489.210091,172598261.584412,687410645.063943,-22599772.374321014
GMB,2002,157033586.749557,187843014.987831,578235309.327198,-30809428.238274008
GMB,2003,151438768.633212,183930191.498868,487038685.045496,-32491422.86565599
GMB,2004,198101350.569028,282217002.19743,961900651.423441,-84115651.62840202
GMB,2005,204546331.808865,309496622.500873,1027701067.55688,-104950290.69200802
GMB,2006,221729529.524001,309274034.431678,1054112487.74083,-87544504.907677
GMB,2007,230768306.087865,336061371.182659,1279703047.0221,-105293065.09479398
GMB,2008,226068893.109563,384411745.488873,1561766955.73024,-158342852.37931
GMB,2009,228340998.682611,377490756.862212,1450142508.57808,-149149758.179601
GMB,2010,226367642.899885,406576420.909445,1543294926.87301,-180208778.00956
GMB,2011,237665945.273699,363423204.233862,1409693596.93594,-125757258.960163
GMB,2012,280760743.774678,394206040.976105,1415004738.26621,-113445297.20142698
GMB,2013,261079179.200762,364299281.26156,1375609453.43746,-103220102.06079802
